dataset,N,N_indexed,pattern,frac,seed,graph_variant,edge_overlap_with_oracle,authorized_largest_component_fraction,avg_shortest_path_length_authorized,out_degree_mean,in_degree_mean,hub_coverage,greedy_search_success_rate,query_expanded_nodes,query_path_length,unauthorized_overlay_endpoint_count
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,1,oracle-rebuild-authorized,1.0,0.995898,3.296583,16.484167,15.308266,0.96,0.971762,14229,4.983133,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,2,oracle-rebuild-authorized,1.0,0.999469,3.257903,16.059021,16.395741,0.96,0.986381,13536,5.249436,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,3,oracle-rebuild-authorized,1.0,0.997038,3.194428,16.593039,16.041099,0.96,0.981594,14333,5.305395,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,4,oracle-rebuild-authorized,1.0,0.995399,3.328598,15.579221,15.666777,0.96,0.982308,14412,5.251148,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,0,lethe-pruned-bypass,0.46166,0.986815,3.360596,16.266166,16.615407,0.96,0.959241,15326,5.671243,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,1,lethe-pruned-bypass,0.529372,0.987863,3.352966,15.506152,16.432623,0.96,0.967207,14681,5.460102,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,2,lethe-pruned-bypass,0.514722,0.990708,3.396816,15.629674,16.137516,0.96,0.974248,15674,5.29977,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,3,lethe-pruned-bypass,0.50092,0.985047,3.367291,15.679559,14.815253,0.96,0.979888,15410,5.623642,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,4,lethe-pruned-bypass,0.488935,0.990985,3.3718,16.19878,15.444397,0.96,0.96866,15361,5.442685,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,0,lethe-full-bypass,0.614522,0.994586,3.274037,16.193473,16.398742,0.96,0.975764,14947,5.336509,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,1,lethe-full-bypass,0.608757,0.994702,3.335208,15.353696,15.747889,0.96,0.973631,14649,5.106711,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,2,lethe-full-bypass,0.635687,0.991334,3.223008,16.043403,15.874027,0.96,0.979951,14416,5.315236,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,3,lethe-full-bypass,0.647823,0.992784,3.269789,15.670978,16.186104,0.96,0.968963,14186,5.365498,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,4,lethe-full-bypass,0.584258,0.988071,3.332591,16.135418,16.241965,0.96,0.966823,14780,5.288448,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,0,no-bypass,0.319751,0.920517,4.227016,16.362872,15.165464,0.88,0.877583,18458,7.043542,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,1,no-bypass,0.404675,0.919519,4.238893,16.362691,16.169179,0.88,0.879769,18374,7.032535,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,2,no-bypass,0.338124,0.916421,4.230049,15.158808,16.156852,0.88,0.885895,17518,7.200475,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,3,no-bypass,0.34168,0.920749,4.154836,16.366729,16.940804,0.88,0.884356,17482,7.200587,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,4,no-bypass,0.304492,0.919603,4.139995,15.798411,16.609737,0.88,0.884628,16950,7.012381,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,0,physical-delete-local-repair,0.437504,0.968497,3.678859,16.102619,15.146549,0.88,0.939751,16302,5.790117,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,1,physical-delete-local-repair,0.435503,0.968481,3.736067,15.465335,16.447129,0.88,0.931581,15851,6.050964,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,2,physical-delete-local-repair,0.46458,0.96862,3.715104,15.814266,15.795852,0.88,0.94295,16784,5.997458,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,3,physical-delete-local-repair,0.449063,0.968099,3.787573,16.494998,15.554879,0.88,0.939633,16632,6.064399,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.1,4,physical-delete-local-repair,0.461424,0.964508,3.704014,16.34062,15.872106,0.88,0.930092,15817,6.051337,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,0,base-before-revocation,0.0,0.994306,3.155805,16.554912,15.717463,0.88,0.981855,13984,4.875158,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,1,base-before-revocation,0.0,0.996068,3.130853,16.457603,16.41214,0.88,0.97463,13810,4.961112,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,2,base-before-revocation,0.0,0.992063,3.137468,15.433085,15.472799,0.88,0.992109,14318,5.061824,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,3,base-before-revocation,0.0,1.0,3.257228,16.343273,16.793668,0.88,0.981901,13713,4.817875,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,4,base-before-revocation,0.0,1.0,3.116125,16.239378,16.139486,0.88,0.99579,14180,4.858577,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,0,oracle-rebuild-authorized,1.0,0.993709,3.171455,15.096036,16.096402,0.96,0.977817,13638,5.111123,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,1,oracle-rebuild-authorized,1.0,0.996798,3.182532,15.313205,16.251301,0.96,0.982063,15540,5.099614,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,2,oracle-rebuild-authorized,1.0,0.994954,3.229526,16.695716,16.371323,0.96,0.981282,13455,5.378969,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,3,oracle-rebuild-authorized,1.0,0.991358,3.194038,16.888513,16.228648,0.96,0.983162,13354,5.232465,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,4,oracle-rebuild-authorized,1.0,0.993195,3.16493,16.21227,15.584749,0.96,0.98601,13109,5.061261,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,0,lethe-pruned-bypass,0.461609,0.984005,3.408105,16.471476,16.0395,0.96,0.96756,14971,5.425007,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,1,lethe-pruned-bypass,0.513239,0.980669,3.415374,16.264366,15.995571,0.96,0.976793,15303,5.541437,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,2,lethe-pruned-bypass,0.505126,0.988681,3.365747,15.831456,15.562883,0.96,0.968516,14366,5.710646,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,3,lethe-pruned-bypass,0.555101,0.984327,3.321058,15.989239,16.387954,0.96,0.964712,14544,5.692748,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,4,lethe-pruned-bypass,0.607732,0.986546,3.357952,15.777566,16.21787,0.96,0.967989,14498,5.521791,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,0,lethe-full-bypass,0.562035,0.993,3.318299,15.913814,15.716367,0.96,0.974813,14944,5.282959,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,1,lethe-full-bypass,0.598926,0.991438,3.355677,15.970444,15.789301,0.96,0.979508,14857,5.425672,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,2,lethe-full-bypass,0.594308,0.984887,3.294527,15.950765,16.229886,0.96,0.972103,14055,5.252633,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,3,lethe-full-bypass,0.636205,0.994854,3.227147,16.054356,15.576416,0.96,0.966508,15125,5.41953,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,4,lethe-full-bypass,0.600221,0.993125,3.331599,16.456587,15.654821,0.96,0.978304,14703,5.394073,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,0,no-bypass,0.370316,0.910893,4.266103,16.314971,16.023568,0.88,0.862105,18041,7.195789,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,1,no-bypass,0.374655,0.91607,4.282549,16.05023,15.952952,0.88,0.868415,16595,7.108086,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,2,no-bypass,0.307992,0.910841,4.279075,15.521773,15.855387,0.88,0.874019,17871,7.047626,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,3,no-bypass,0.340453,0.910873,4.223038,16.284325,16.620438,0.88,0.858936,18338,7.021901,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,4,no-bypass,0.346485,0.912559,4.356838,16.577519,15.857301,0.88,0.865072,18488,7.150415,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,0,physical-delete-local-repair,0.427126,0.97411,3.792991,16.388641,16.488592,0.88,0.942149,16676,5.965403,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,1,physical-delete-local-repair,0.43682,0.967767,3.667675,15.785809,16.208483,0.88,0.948967,15788,5.951204,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,2,physical-delete-local-repair,0.499616,0.973493,3.723173,16.191347,15.744554,0.88,0.936825,16500,5.984948,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,3,physical-delete-local-repair,0.455642,0.968333,3.743247,16.466813,15.479108,0.88,0.941377,16977,5.865963,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.2,4,physical-delete-local-repair,0.512118,0.965691,3.751936,16.54602,15.563396,0.88,0.936374,15763,6.029399,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,0,base-before-revocation,0.0,0.996332,3.048539,16.010793,16.628428,0.88,0.987178,14153,4.988043,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,1,base-before-revocation,0.0,0.996997,3.016432,16.224051,16.381971,0.88,0.976112,13524,5.05706,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,2,base-before-revocation,0.0,0.998615,3.12224,15.966273,16.317625,0.88,0.991949,13610,4.998871,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,3,base-before-revocation,0.0,0.998186,3.144155,16.483268,16.640637,0.88,0.979663,13917,4.99943,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,4,base-before-revocation,0.0,0.995974,3.12623,15.89605,15.225619,0.88,0.983285,13504,4.658539,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,0,oracle-rebuild-authorized,1.0,0.990536,3.211591,15.940595,15.375263,0.96,0.980287,14006,5.16217,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,1,oracle-rebuild-authorized,1.0,0.995367,3.143088,16.136362,15.82612,0.96,0.98834,14534,5.192438,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,2,oracle-rebuild-authorized,1.0,0.998331,3.108333,15.897029,15.496827,0.96,0.975314,14146,5.203143,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,3,oracle-rebuild-authorized,1.0,0.996292,3.221443,15.375857,15.623319,0.96,0.986963,14299,5.371723,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,4,oracle-rebuild-authorized,1.0,0.997287,3.147668,15.329439,16.68348,0.96,0.981031,13915,5.115643,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,0,lethe-pruned-bypass,0.522403,0.99036,3.376189,16.32405,16.036528,0.96,0.976037,14963,5.699022,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,1,lethe-pruned-bypass,0.505472,0.989157,3.493754,16.16191,15.260415,0.96,0.975462,14772,5.453326,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,2,lethe-pruned-bypass,0.517436,0.988851,3.493122,15.780207,15.944131,0.96,0.964572,15362,5.502609,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,3,lethe-pruned-bypass,0.544998,0.98349,3.508821,15.940697,15.416936,0.96,0.962215,15167,5.363629,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,4,lethe-pruned-bypass,0.522568,0.989018,3.446006,16.360161,15.330418,0.96,0.970993,14843,5.657221,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,0,lethe-full-bypass,0.623381,0.989144,3.362174,16.445937,15.397321,0.96,0.973067,14407,5.302223,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,1,lethe-full-bypass,0.649938,0.989055,3.310675,15.191291,16.129194,0.96,0.984434,13898,5.261679,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,2,lethe-full-bypass,0.651977,0.991409,3.260613,16.326178,16.254747,0.96,0.976019,14590,5.484981,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,3,lethe-full-bypass,0.637596,0.989057,3.227662,16.083089,15.967919,0.96,0.968236,15019,5.409834,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,4,lethe-full-bypass,0.57677,0.989947,3.384559,16.528658,16.933821,0.96,0.968969,15076,5.30312,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,0,no-bypass,0.388755,0.905903,4.45518,16.146239,15.699621,0.88,0.859167,17982,7.018607,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,1,no-bypass,0.3651,0.903003,4.493349,15.970426,15.869598,0.88,0.85125,17863,7.01182,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,2,no-bypass,0.309095,0.902573,4.433992,15.923232,16.585779,0.88,0.847397,17750,7.134377,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,3,no-bypass,0.362968,0.905274,4.363216,15.764327,14.847006,0.88,0.853568,17854,7.098144,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,4,no-bypass,0.349196,0.90521,4.468346,15.783869,15.406751,0.88,0.845298,17419,7.128359,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,0,physical-delete-local-repair,0.456845,0.96983,3.685273,16.03079,14.997754,0.88,0.933509,17382,6.127079,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,1,physical-delete-local-repair,0.47841,0.965103,3.797541,15.900664,16.232101,0.88,0.945461,15913,6.052518,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,2,physical-delete-local-repair,0.413063,0.971043,3.691697,15.882116,15.893271,0.88,0.93684,17587,6.046789,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,3,physical-delete-local-repair,0.4351,0.971308,3.827402,16.31237,15.582035,0.88,0.948105,17116,6.247641,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.3,4,physical-delete-local-repair,0.470841,0.968084,3.707805,15.201162,15.992367,0.88,0.948795,16449,6.041275,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,0,base-before-revocation,0.0,0.987841,3.133619,16.402151,16.912301,0.88,0.98115,13709,5.052425,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,1,base-before-revocation,0.0,0.990982,3.177318,15.946301,17.042602,0.88,0.983754,13701,5.104193,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,2,base-before-revocation,0.0,0.996362,3.144214,16.226737,16.417459,0.88,0.982158,13515,5.085767,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,3,base-before-revocation,0.0,0.994161,3.0915,15.995894,16.198087,0.88,0.997049,14096,4.959863,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,4,base-before-revocation,0.0,0.992972,3.041076,15.374819,15.886814,0.88,0.984974,13546,4.97185,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,0,oracle-rebuild-authorized,1.0,0.995374,3.218205,15.853651,16.133644,0.96,0.969272,14215,5.152338,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,1,oracle-rebuild-authorized,1.0,0.99602,3.249671,15.851575,16.297939,0.96,0.977502,13619,5.102689,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,2,oracle-rebuild-authorized,1.0,0.993282,3.249869,15.969051,15.79372,0.96,0.978049,14314,5.217273,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,3,oracle-rebuild-authorized,1.0,1.0,3.143453,15.928706,16.653041,0.96,0.978598,13861,5.343168,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,4,oracle-rebuild-authorized,1.0,0.987271,3.147633,16.163079,15.699712,0.96,0.988295,13461,5.222307,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,0,lethe-pruned-bypass,0.512255,0.98454,3.42578,15.282752,16.533319,0.96,0.956679,15165,5.587214,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,1,lethe-pruned-bypass,0.483998,0.989617,3.395621,16.509392,16.456275,0.96,0.961787,14559,5.633086,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,2,lethe-pruned-bypass,0.501456,0.989334,3.445599,16.040357,16.05414,0.96,0.971633,15381,5.406989,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,3,lethe-pruned-bypass,0.517125,0.988466,3.406009,15.993761,15.462329,0.96,0.972419,14507,5.608276,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,4,lethe-pruned-bypass,0.51161,0.990953,3.444609,15.826659,15.807472,0.96,0.977433,14864,5.61349,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,0,lethe-full-bypass,0.610857,0.986912,3.382104,16.189794,15.860658,0.96,0.968721,15484,5.432787,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,1,lethe-full-bypass,0.596374,0.990238,3.370188,15.600796,15.906098,0.96,0.971557,14883,5.187831,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,2,lethe-full-bypass,0.611981,0.994653,3.315214,16.661872,15.748054,0.96,0.975059,15401,5.135621,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,3,lethe-full-bypass,0.654427,0.99206,3.339716,15.916947,15.807172,0.96,0.970964,14696,5.272603,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,4,lethe-full-bypass,0.654419,0.990392,3.269248,15.764198,16.564647,0.96,0.97901,14101,5.349238,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,0,no-bypass,0.320716,0.896864,4.618362,16.463894,16.018721,0.88,0.8328,18149,7.139498,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,1,no-bypass,0.339401,0.887452,4.499534,16.02722,16.860287,0.88,0.834099,18410,7.044208,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,2,no-bypass,0.341008,0.896693,4.572797,15.81004,16.652412,0.88,0.83346,17595,7.309815,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,3,no-bypass,0.406831,0.88914,4.544347,16.205394,15.586351,0.88,0.836288,18188,7.145694,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,4,no-bypass,0.290966,0.894424,4.521072,15.961693,16.743112,0.88,0.833564,17747,7.247158,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,0,physical-delete-local-repair,0.465251,0.966164,3.838839,15.316989,15.51205,0.88,0.941289,16140,6.004039,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,1,physical-delete-local-repair,0.449604,0.974679,3.795798,15.837492,16.357483,0.88,0.939322,16284,6.116448,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,2,physical-delete-local-repair,0.503146,0.971619,3.809165,15.210947,16.275932,0.88,0.941385,16426,5.871743,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,3,physical-delete-local-repair,0.42729,0.964206,3.756569,15.952647,16.04514,0.88,0.933874,15625,6.118076,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.4,4,physical-delete-local-repair,0.486556,0.96843,3.883361,15.525565,16.010393,0.88,0.942286,16009,5.987343,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,0,base-before-revocation,0.0,0.998988,3.16448,16.161429,16.461502,0.88,0.992275,14517,5.058833,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,1,base-before-revocation,0.0,0.9989,3.196254,16.404188,15.444111,0.88,0.975042,13943,5.110428,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,2,base-before-revocation,0.0,0.995665,3.167739,16.24129,15.757322,0.88,0.980335,13654,5.0465,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,3,base-before-revocation,0.0,0.99473,3.205493,15.530127,15.986166,0.88,0.996179,12948,5.201829,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,4,base-before-revocation,0.0,0.995594,3.099151,15.918424,16.177461,0.88,0.980415,14395,5.068517,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,0,oracle-rebuild-authorized,1.0,0.994883,3.201807,16.266194,16.61032,0.96,0.976129,13360,5.270573,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,1,oracle-rebuild-authorized,1.0,0.997001,3.13024,16.448082,16.332792,0.96,0.988753,14045,5.103621,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,2,oracle-rebuild-authorized,1.0,0.995146,3.241303,16.013429,15.880257,0.96,0.986401,14857,5.299623,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,3,oracle-rebuild-authorized,1.0,0.998422,3.259644,16.414126,15.407827,0.96,0.988745,14175,5.311018,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,4,oracle-rebuild-authorized,1.0,0.997265,3.128406,16.330823,15.88872,0.96,0.988631,14492,5.387985,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,0,lethe-pruned-bypass,0.497045,0.991541,3.518081,15.68214,16.19947,0.96,0.972965,14750,5.714667,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,1,lethe-pruned-bypass,0.571103,0.987146,3.501844,16.329428,15.585121,0.96,0.966382,14857,5.632126,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,2,lethe-pruned-bypass,0.52323,0.986979,3.410333,16.457462,16.539421,0.96,0.971837,15585,5.577095,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,3,lethe-pruned-bypass,0.514003,0.985627,3.477048,16.314439,16.496442,0.96,0.956333,15305,5.408271,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,4,lethe-pruned-bypass,0.518651,0.989006,3.476896,16.442048,16.022512,0.96,0.969985,14617,5.367675,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,0,lethe-full-bypass,0.620178,0.990671,3.324973,16.323074,16.243238,0.96,0.970444,14583,5.478241,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,1,lethe-full-bypass,0.634649,0.998673,3.342461,15.397478,16.773811,0.96,0.987239,14393,5.281313,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,2,lethe-full-bypass,0.651293,0.995192,3.208399,16.180799,16.906017,0.96,0.981277,14675,5.330496,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,3,lethe-full-bypass,0.602819,0.992503,3.287635,16.088692,15.661089,0.96,0.984442,14549,5.534029,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,4,lethe-full-bypass,0.640255,0.992922,3.241614,16.264688,16.545101,0.96,0.974145,14085,5.465868,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,0,no-bypass,0.332314,0.887505,4.740413,16.396589,15.761177,0.88,0.817755,18176,7.074977,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,1,no-bypass,0.353482,0.886505,4.712977,16.044862,15.671601,0.88,0.820163,17283,7.132631,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,2,no-bypass,0.343153,0.886319,4.693875,15.759617,15.569356,0.88,0.816917,18072,7.301428,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,3,no-bypass,0.364533,0.884954,4.636507,16.010448,16.693442,0.88,0.833818,16644,7.076598,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,4,no-bypass,0.2883,0.882844,4.700449,16.374431,15.735723,0.88,0.820757,17968,6.967531,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,0,physical-delete-local-repair,0.459261,0.970065,3.806419,16.198434,16.117741,0.88,0.940111,16026,6.103827,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,1,physical-delete-local-repair,0.453597,0.976397,3.898273,16.083977,16.547321,0.88,0.950404,16441,5.953572,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,2,physical-delete-local-repair,0.462061,0.969631,3.829036,15.986033,15.985614,0.88,0.946295,16407,5.985311,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,3,physical-delete-local-repair,0.505092,0.969951,3.800003,16.395194,15.413893,0.88,0.932748,16712,6.009398,0
MIMIC-IV-CaseStudy,1800000,1800000,hub,0.5,4,physical-delete-local-repair,0.471843,0.968236,3.872754,15.417525,16.089555,0.88,0.934254,16647,5.799276,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,0,base-before-revocation,0.0,0.999016,3.216598,16.16214,15.421397,0.88,0.987281,14237,4.980919,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,1,base-before-revocation,0.0,0.997719,3.145985,15.929589,16.303641,0.88,0.985424,13428,4.885759,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,2,base-before-revocation,0.0,0.993635,3.16713,15.825121,15.746401,0.88,0.980243,13499,4.840692,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,3,base-before-revocation,0.0,0.997514,3.054323,16.594389,16.16091,0.88,0.991189,13350,5.063251,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,4,base-before-revocation,0.0,1.0,3.186524,16.137477,15.831536,0.88,0.976263,13872,5.06127,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,0,oracle-rebuild-authorized,1.0,0.997681,3.232139,15.660693,15.144143,0.96,0.98393,13802,5.158941,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,1,oracle-rebuild-authorized,1.0,0.995886,3.22818,16.120498,16.935435,0.96,0.983502,14569,5.30979,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,2,oracle-rebuild-authorized,1.0,0.987975,3.217574,15.746541,15.825999,0.96,0.975283,13511,5.105834,0
MIMIC-IV-CaseStudy,1800000,1800000,cluster,0.1,3,oracle-rebuild-authorized,1.0,0.996905,3.179893,15.489166,15.309456,0.96,0.992983,14214,5.153738,0
