dataset,N,N_indexed,variant,pattern,frac,seed,score_frontier_expand_result_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,recall10_vs_oracle,latency_mean_ms,latency_p95_ms,latency_p99_ms,overlay_edges,overlay_memory_bytes,revocation_time_ms,distance_computations,expanded_nodes
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,5,0.0,0.005048,0.98152,0.995457,5.30437,10.274362,12.769044,282900,1,0.664567,80477,18998
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,6,0.0,0.005065,0.982554,0.996505,5.023946,9.523597,12.872113,282900,1,0.640261,79757,19509
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,7,0.0,0.00574,0.981363,0.995297,5.067119,9.812778,13.672278,282900,1,0.647619,85046,17585
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,8,0.0,0.004519,0.984124,0.998097,4.941342,9.375167,13.71642,282900,1,0.632918,82107,18018
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,bridge,0.5,9,0.0,0.005408,0.982876,0.996831,5.153077,9.563606,13.255295,282900,1,0.659774,81837,18917
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,0,0.0,0.00447,0.982545,0.996496,5.474656,10.047759,14.632081,414000,1,0.904432,88412,21448
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,1,0.0,0.003745,0.984364,0.99834,5.580817,10.385429,15.457602,414000,1,0.906208,88490,20554
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,2,0.0,0.003607,0.984102,0.998075,5.676519,9.983392,14.269559,414000,1,0.920867,84999,20363
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,3,0.0,0.004803,0.985549,0.999543,5.644908,10.102939,15.026684,414000,1,0.914244,88125,20967
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,4,0.0,0.003506,0.982623,0.996575,5.479528,9.712232,12.897765,414000,1,0.916678,88485,20938
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,5,0.0,0.002272,0.984025,0.997997,5.617067,10.132094,13.412097,414000,1,0.904723,81378,20625
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,6,0.0,0.004695,0.98522,0.999209,5.507062,10.299737,14.774067,414000,1,0.918196,87467,19283
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,7,0.0,0.002646,0.983247,0.997208,5.753848,9.93837,13.582015,414000,1,0.89786,85011,20690
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,8,0.0,0.003215,0.984186,0.99816,5.633999,10.052805,13.54982,414000,1,0.898536,85039,19806
SIFT1M,1000000,1000000,Lethe-per-user-overlay,bridge,0.5,9,0.0,0.003965,0.983652,0.997619,5.393357,9.687957,14.49365,414000,1,0.918765,88340,20509
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,0,0.0,0.0,0.985759,0.999756,4.060905,7.155827,10.832513,0,0,0.097588,66270,15314
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,1,0.0,0.0,0.98813,1.0,4.085841,7.540462,10.360585,0,0,0.086617,65806,15216
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,2,0.0,0.0,0.981209,0.995141,4.136392,7.876723,10.589054,0,0,0.080038,65337,14999
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,3,0.0,0.0,0.984401,0.998378,4.13012,7.682509,10.816521,0,0,0.04916,66351,14993
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,4,0.0,0.0,0.986891,1.0,4.161927,7.955326,10.548414,0,0,0.076075,61799,14633
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,5,0.0,0.0,0.982986,0.996943,4.024812,7.602287,10.725404,0,0,0.075565,66800,15027
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,6,0.0,0.0,0.98643,1.0,4.25051,7.659962,10.471131,0,0,0.079698,66890,15567
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,7,0.0,0.0,0.985228,0.999217,4.082804,7.570183,10.20655,0,0,0.088221,62719,15120
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,8,0.0,0.0,0.9859,0.999898,4.111377,7.652217,10.357039,0,0,0.080178,65701,15504
SIFT1M,1000000,1000000,Oracle-rebuild,bridge,0.5,9,0.0,0.0,0.985579,0.999573,4.076049,7.202689,10.28688,0,0,0.083031,65123,14434
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,0,0.0,0.046073,0.920787,0.943429,8.832745,15.637183,21.883712,0,0,0.076598,61069,14644
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,1,0.0,0.052808,0.921232,0.943885,8.778874,15.585744,20.840132,0,0,0.070915,64459,14637
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,2,0.0,0.058756,0.92614,0.948914,8.725343,16.299364,22.302237,0,0,0.086814,63960,14752
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,3,0.0,0.058557,0.920953,0.943599,8.786458,16.523332,21.744037,0,0,0.08476,64290,14725
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,4,0.0,0.045005,0.920879,0.943524,8.693858,15.990372,21.894414,0,0,0.071913,63953,14575
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,5,0.0,0.052998,0.922391,0.945073,8.781933,16.343403,21.142592,0,0,0.081931,63883,15166
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,6,0.0,0.051701,0.926942,0.949736,8.387298,15.977348,23.386731,0,0,0.088844,64617,15544
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,7,0.0,0.057491,0.919781,0.942398,8.898631,15.833647,22.839808,0,0,0.070594,64739,15083
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,8,0.0,0.060388,0.915669,0.938186,8.37967,15.853734,22.949557,0,0,0.06342,61827,14929
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.1,9,0.0,0.051152,0.920529,0.943165,8.603705,16.383441,22.177332,0,0,0.077278,64449,15363
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,0,0.0,0.00865,0.972313,0.996222,10.068458,18.606164,23.201368,22679,1,0.116251,75475,16521
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,1,0.0,0.010241,0.973033,0.99696,10.082168,18.154936,25.862788,22679,1,0.140472,72212,17500
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,2,0.0,0.00324,0.970606,0.994473,10.059229,18.963037,26.623932,22679,1,0.126448,74799,16356
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,3,0.0,0.005234,0.971858,0.995756,10.012119,19.030962,25.714231,22679,1,0.127596,74964,17782
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,4,0.0,0.006332,0.970229,0.994087,9.778361,18.317655,27.028441,22679,1,0.115137,70986,17359
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,5,0.0,0.008589,0.972539,0.996454,10.193621,18.677233,25.56641,22679,1,0.131483,77513,16987
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,6,0.0,0.006102,0.966336,0.990098,9.99315,18.378899,26.669495,22679,1,0.120277,70335,18128
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,7,0.0,0.006989,0.971794,0.99569,9.972436,19.077379,26.185572,22679,1,0.122343,75452,16878
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,8,0.0,0.007435,0.967702,0.991498,9.915122,18.708132,24.764471,22679,1,0.123647,76673,17602
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.1,9,0.0,0.006244,0.971276,0.99516,10.161629,18.256306,27.316997,22679,1,0.133343,73488,16866
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,0,0.0,0.003566,0.973134,0.997064,11.360304,21.198053,29.865118,65519,1,0.216253,82979,20238
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,1,0.0,0.004211,0.973056,0.996984,11.365592,19.923477,27.971927,65519,1,0.201364,83547,19030
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,2,0.0,0.001129,0.973228,0.99716,11.127505,21.395129,28.986999,65519,1,0.222073,86476,19090
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,3,0.0,0.00446,0.974025,0.997977,10.735589,21.265192,28.588048,65519,1,0.217175,80788,19885
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,4,0.0,0.002433,0.973857,0.997805,11.338814,20.99182,30.571291,65519,1,0.217497,85938,19202
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,5,0.0,0.00191,0.97311,0.997039,11.469102,21.198567,29.732275,65519,1,0.219558,85964,19640
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,6,0.0,0.002608,0.974551,0.998515,11.441569,21.322138,28.996468,65519,1,0.213514,87704,18971
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,7,0.0,0.006213,0.97156,0.995451,11.175845,20.79997,27.192581,65519,1,0.208533,85595,18253
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,8,0.0,0.003103,0.975929,0.999927,11.445287,20.967701,30.030189,65519,1,0.205231,81611,19510
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.1,9,0.0,0.001973,0.972872,0.996795,10.992429,20.955546,29.084004,65519,1,0.196127,82900,19788
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,0,0.0,0.010828,0.965268,0.989005,10.078997,18.772745,25.269007,31499,1,0.133325,77189,17595
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,1,0.0,0.007067,0.964266,0.987977,10.607575,19.071268,28.024507,31499,1,0.144493,77593,17242
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,2,0.0,0.008118,0.967337,0.991124,10.408399,18.780832,27.595483,31499,1,0.135823,77770,17660
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,3,0.0,0.013339,0.972005,0.995907,10.374714,18.583811,27.430663,31499,1,0.138589,78282,16985
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,4,0.0,0.007423,0.967303,0.991089,10.379942,18.033104,24.653727,31499,1,0.145083,76126,18516
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,5,0.0,0.011295,0.969581,0.993423,10.772857,19.276737,26.911151,31499,1,0.136729,75014,18199
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,6,0.0,0.009915,0.966685,0.990456,10.666511,18.168369,25.122077,31499,1,0.142419,75265,17782
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,7,0.0,0.006421,0.967449,0.991238,10.230278,18.269542,25.0014,31499,1,0.159559,75339,16960
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,8,0.0,0.009302,0.968416,0.992229,10.363282,19.677361,26.1781,31499,1,0.140252,75005,16867
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.1,9,0.0,0.010227,0.967684,0.99148,10.776208,18.874797,26.597539,31499,1,0.132629,74800,17496
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,0,0.0,0.000916,0.972873,0.996796,10.801143,20.998225,28.745733,51659,1,0.190075,80231,19367
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,1,0.0,0.0,0.971267,0.99515,10.762332,19.974323,28.873125,51659,1,0.184052,79795,18882
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,2,0.0,0.002428,0.971614,0.995506,10.633392,20.292811,27.420029,51659,1,0.190837,84526,18239
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,3,0.0,0.002428,0.97323,0.997161,10.900488,20.535061,28.106035,51659,1,0.188585,81293,18571
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,4,0.0,0.003941,0.974408,0.998368,10.95456,21.093312,28.460558,51659,1,0.196041,77541,18651
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,5,0.0,0.002293,0.970167,0.994024,10.975763,19.805474,28.456541,51659,1,0.171692,82494,19173
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,6,0.0,0.003789,0.974376,0.998336,10.707426,20.522103,26.907235,51659,1,0.18388,81552,19410
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,7,0.0,0.0,0.97254,0.996455,11.008475,21.226669,30.080398,51659,1,0.181674,84474,18798
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,8,0.0,0.002065,0.974095,0.998048,10.740527,19.862266,26.99393,51659,1,0.182612,84530,19070
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.1,9,0.0,0.002481,0.971333,0.995218,11.005521,19.749478,28.520582,51659,1,0.19328,79514,19328
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,0,0.0,0.0,0.975679,0.999671,11.798094,20.384227,29.123504,75599,1,0.238475,90538,19771
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,1,0.0,0.001592,0.972807,0.996728,11.631376,21.825146,29.605853,75599,1,0.237021,92059,20545
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,2,0.0,0.001966,0.973976,0.997926,12.032673,21.084058,30.423894,75599,1,0.237366,89270,20887
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,3,0.0,0.001227,0.974522,0.998485,12.371957,22.639251,29.579983,75599,1,0.23004,86901,19770
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,4,0.0,0.000893,0.973314,0.997248,12.03674,22.051887,29.608355,75599,1,0.212265,84160,20021
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,5,0.0,0.001563,0.972177,0.996083,11.987813,22.704268,29.758501,75599,1,0.239011,84516,19774
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,6,0.0,0.001422,0.974677,0.998644,12.123136,22.239077,29.630697,75599,1,0.230717,84177,20824
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,7,0.0,0.002194,0.974882,0.998855,11.943108,21.607229,30.226178,75599,1,0.234521,84692,20004
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,8,0.0,0.003188,0.973916,0.997864,11.631804,22.439806,28.575593,75599,1,0.243254,86106,19976
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-user-overlay,random,0.1,9,0.0,0.0,0.974536,0.9985,11.581649,22.006603,28.992323,75599,1,0.222474,89735,20444
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,0,0.0,0.0,0.978748,1.0,9.158298,16.45385,22.593318,0,0,0.079147,65281,14365
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,1,0.0,0.0,0.973511,0.997449,8.616994,16.425184,21.955475,0,0,0.068398,68000,16408
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,2,0.0,0.0,0.974985,0.99896,8.667339,16.398442,20.695097,0,0,0.07512,60852,15717
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,3,0.0,0.0,0.977925,1.0,8.678677,14.886135,20.85799,0,0,0.074523,64130,15575
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,4,0.0,0.0,0.975106,0.999084,8.760758,15.870746,22.779935,0,0,0.068513,64862,14368
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,5,0.0,0.0,0.977148,1.0,8.967305,15.846603,22.779611,0,0,0.061744,64610,14443
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,6,0.0,0.0,0.976824,1.0,8.537181,16.650062,24.900472,0,0,0.078257,62864,15966
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,7,0.0,0.0,0.976553,1.0,9.071302,16.039314,22.285539,0,0,0.07428,67163,14935
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,8,0.0,0.0,0.978619,1.0,8.797096,16.508993,22.659882,0,0,0.086191,63254,14896
MIMIC-IV-CaseStudy,1800000,1800000,Oracle-rebuild,random,0.1,9,0.0,0.0,0.9739,0.997848,8.620333,16.20668,22.087098,0,0,0.075691,63043,15068
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,0,0.0,0.074044,0.922802,0.945494,8.759974,16.467458,24.209436,0,0,0.071507,64868,15298
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,1,0.0,0.062752,0.913683,0.936151,8.519927,15.953723,22.567087,0,0,0.076713,64629,14462
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,2,0.0,0.062848,0.922834,0.945527,8.794261,16.177567,20.59432,0,0,0.083994,65831,14835
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,3,0.0,0.048182,0.921077,0.943726,8.942614,15.867613,21.319793,0,0,0.080753,63137,14264
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,4,0.0,0.053296,0.927253,0.950054,8.696535,16.539705,21.321311,0,0,0.078087,62092,15389
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,5,0.0,0.070859,0.915785,0.938304,8.624535,15.763919,22.590053,0,0,0.079847,66592,14542
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,6,0.0,0.061432,0.925567,0.948327,8.595872,16.673382,20.647869,0,0,0.078447,65799,13995
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,7,0.0,0.065748,0.914537,0.937025,8.879493,15.600673,21.687113,0,0,0.072103,67030,13916
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,8,0.0,0.060902,0.919541,0.942153,8.502701,15.931042,22.27156,0,0,0.084832,62182,15398
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,random,0.2,9,0.0,0.06205,0.921873,0.944542,8.615509,17.961045,22.859729,0,0,0.087264,64454,14448
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,0,0.0,0.005253,0.970725,0.994595,9.888576,18.398759,26.103717,45359,1,0.179651,75653,16733
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,1,0.0,0.009333,0.971308,0.995193,9.829023,18.012779,24.648219,45359,1,0.165421,75016,16927
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,2,0.0,0.008673,0.974189,0.998144,9.547554,18.049829,24.676686,45359,1,0.180294,74104,17119
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,3,0.0,0.011047,0.967355,0.991142,10.12536,19.020868,26.09113,45359,1,0.165235,71123,17028
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,4,0.0,0.007291,0.971696,0.99559,9.793655,18.561401,26.552451,45359,1,0.172378,75051,16529
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,5,0.0,0.009304,0.968124,0.99193,10.263827,18.617602,26.02347,45359,1,0.168698,79428,17607
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,6,0.0,0.008779,0.974192,0.998148,9.987999,18.800646,24.072849,45359,1,0.157877,77333,17291
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,7,0.0,0.007779,0.970653,0.994521,9.969551,17.797571,26.653245,45359,1,0.170377,74592,17018
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,8,0.0,0.006918,0.971321,0.995206,10.143399,17.811712,25.942814,45359,1,0.165491,73246,16916
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-pruned-bypass,random,0.2,9,0.0,0.005724,0.968245,0.992055,10.182501,19.286843,25.585806,45359,1,0.15178,70466,17290
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,0,0.0,0.003728,0.972791,0.996712,10.926141,20.287145,29.12102,131039,1,0.344317,83386,19202
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,1,0.0,0.001533,0.974329,0.998288,11.230753,21.186229,30.045634,131039,1,0.347195,83415,19443
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,2,0.0,0.002789,0.975031,0.999007,11.112915,20.577292,29.870707,131039,1,0.333305,89390,19201
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,3,0.0,0.006383,0.973978,0.997928,11.364917,21.150522,28.335873,131039,1,0.340458,83110,19117
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,4,0.0,0.005029,0.972887,0.99681,11.06771,20.230003,29.032427,131039,1,0.350045,84422,20298
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,5,0.0,0.005498,0.975348,0.999332,11.259254,20.837803,28.901313,131039,1,0.335302,83433,19162
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,6,0.0,0.002986,0.973784,0.99773,11.54901,21.205539,29.760589,131039,1,0.340077,80949,19614
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,7,0.0,0.000882,0.973073,0.997001,11.577055,21.657569,29.238536,131039,1,0.346661,82405,19255
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,8,0.0,0.000628,0.970345,0.994206,11.270895,19.860122,28.922174,131039,1,0.347452,80347,18833
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-full-unpruned-bypass,random,0.2,9,0.0,0.0027,0.974093,0.998046,11.042451,20.500929,27.371497,131039,1,0.339835,75813,19007
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,0,0.0,0.010507,0.967135,0.990917,10.831671,19.211953,25.778868,62999,1,0.21818,72384,16482
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,1,0.0,0.009919,0.968178,0.991986,10.493294,19.438711,26.2567,62999,1,0.197832,74571,17260
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,2,0.0,0.012613,0.967116,0.990898,10.418771,18.440421,25.763071,62999,1,0.213,75936,17575
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,3,0.0,0.009835,0.967031,0.990811,9.960223,19.338871,27.963267,62999,1,0.213613,79859,16892
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,4,0.0,0.008843,0.965359,0.989097,10.283511,18.740181,25.516087,62999,1,0.204599,74130,16984
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,5,0.0,0.009992,0.968839,0.992663,10.568305,19.150741,25.997918,62999,1,0.217073,75082,17486
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,6,0.0,0.008369,0.968794,0.992617,10.435836,19.339216,26.414135,62999,1,0.20788,75742,17108
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,7,0.0,0.008345,0.968769,0.992591,10.210838,19.331546,25.182891,62999,1,0.198514,74499,18048
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,8,0.0,0.008622,0.968922,0.992748,10.358188,18.750376,24.395919,62999,1,0.19851,80567,18120
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-role-overlay,random,0.2,9,0.0,0.010982,0.970407,0.994269,10.458973,19.015101,27.301162,62999,1,0.199352,77287,17279
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,0,0.0,0.00374,0.973103,0.997032,10.96117,20.766876,28.303483,103319,1,0.283341,75328,18768
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,1,0.0,0.003829,0.972294,0.996203,11.572284,19.362312,27.478357,103319,1,0.28535,82663,19031
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,2,0.0,0.004218,0.975646,0.999637,10.849921,20.559186,27.705039,103319,1,0.290089,80867,18568
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,3,0.0,0.003336,0.97315,0.99708,10.729483,20.749237,28.22727,103319,1,0.275326,83652,18632
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,4,0.0,0.001957,0.971557,0.995448,11.219937,20.284165,26.12121,103319,1,0.287493,81930,19694
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,5,0.0,0.000998,0.973036,0.996963,10.785738,20.425195,27.264777,103319,1,0.301749,85122,19002
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,6,0.0,0.002821,0.971644,0.995537,11.043127,20.866672,29.093198,103319,1,0.271051,83111,19009
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,7,0.0,0.003931,0.97502,0.998995,11.020847,20.138601,29.674426,103319,1,0.282633,83025,18474
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-per-effective-view-overlay,random,0.2,8,0.0,0.002284,0.971832,0.99573,10.901276,19.679697,25.863541,103319,1,0.283181,82526,19091
