dataset,N,N_indexed,method,pattern,frac,seed,recall10_vs_exact_linear_scan,drift10_vs_oracle_rebuild,oracle_recall10_vs_exact,exact_reference_sample_queries
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,3,0.977027,0.004286,0.976936,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,4,0.974348,0.002471,0.974758,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,5,0.973393,0.002576,0.977245,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,6,0.975225,0.00683,0.973694,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,7,0.971631,0.003849,0.97567,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,8,0.972538,0.00349,0.974989,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.4,9,0.975062,0.004572,0.975761,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,0,0.900936,0.187521,0.975459,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,1,0.902467,0.186907,0.975412,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,2,0.896788,0.188768,0.977876,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,3,0.898209,0.200188,0.978447,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,4,0.905452,0.19335,0.977075,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,5,0.904912,0.201167,0.972672,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,6,0.896752,0.179603,0.97805,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,7,0.894531,0.18621,0.975894,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,8,0.916895,0.179526,0.972971,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.4,9,0.912249,0.18951,0.976719,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,0,0.911315,0.173642,0.97431,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,1,0.903655,0.177963,0.976614,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,2,0.907876,0.185893,0.977283,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,3,0.909076,0.186603,0.973971,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,4,0.900388,0.178167,0.973958,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,5,0.911226,0.179886,0.97848,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,6,0.905535,0.172535,0.97397,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,7,0.908412,0.197007,0.977219,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,8,0.902788,0.179851,0.975212,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.4,9,0.908072,0.170451,0.977647,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,0,0.905306,0.110607,0.977421,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,1,0.902837,0.113614,0.976403,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,2,0.900441,0.108109,0.977591,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,3,0.901152,0.111857,0.976971,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,4,0.907294,0.100526,0.977158,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,5,0.909432,0.101026,0.974737,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,6,0.897774,0.09399,0.976483,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,7,0.898903,0.103886,0.977732,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,8,0.908335,0.100064,0.972823,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.4,9,0.904496,0.111293,0.977005,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,0,0.97621,0.0,0.977524,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,1,0.976394,0.0,0.974926,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,2,0.977625,0.0,0.975564,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,3,0.976765,0.0,0.975835,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,4,0.976658,0.0,0.976545,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,5,0.974332,0.0,0.976406,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,6,0.978705,0.0,0.975285,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,7,0.975345,0.0,0.976752,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,8,0.978676,0.0,0.975667,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,hub,0.5,9,0.976229,0.0,0.977206,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,0,0.969503,0.019991,0.976039,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,1,0.967048,0.017236,0.977409,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,2,0.968931,0.017433,0.977063,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,3,0.968459,0.013939,0.976243,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,4,0.971703,0.018115,0.976519,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,5,0.97272,0.018054,0.977307,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,6,0.967198,0.014805,0.978842,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,7,0.973208,0.017573,0.978793,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,8,0.968437,0.021076,0.976565,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub,0.5,9,0.970285,0.014871,0.974916,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,0,0.973169,0.003713,0.975438,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,1,0.973481,0.00378,0.977513,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,2,0.971205,0.004221,0.97829,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,3,0.974176,0.001834,0.976791,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,4,0.976076,0.003048,0.974614,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,5,0.972902,0.003673,0.973479,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,6,0.972911,0.004986,0.975538,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,7,0.972213,0.004001,0.976421,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,8,0.973719,0.005811,0.974477,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,hub,0.5,9,0.975013,0.003781,0.975474,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,0,0.977621,0.005778,0.976354,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,1,0.973647,0.005884,0.977238,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,2,0.971924,0.006813,0.977493,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,3,0.975513,0.00382,0.976542,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,4,0.974452,0.003839,0.97572,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,5,0.976216,0.003959,0.974155,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,6,0.97069,0.00694,0.975029,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,7,0.972821,0.004251,0.97532,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,8,0.973029,0.004585,0.974477,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,hub,0.5,9,0.97238,0.004741,0.976741,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,0,0.89712,0.203235,0.976974,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,1,0.883018,0.20293,0.976854,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,2,0.898016,0.216377,0.97634,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,3,0.904578,0.207528,0.978089,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,4,0.904296,0.207298,0.976582,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,5,0.896921,0.217612,0.977821,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,6,0.901924,0.218314,0.979602,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,7,0.902473,0.209512,0.97581,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,8,0.903213,0.186911,0.975358,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub,0.5,9,0.906042,0.216493,0.974298,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,0,0.900243,0.195888,0.977914,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,1,0.907636,0.213082,0.97876,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,2,0.894654,0.207729,0.975938,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,3,0.898823,0.202747,0.975585,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,4,0.895187,0.206136,0.978162,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,5,0.902901,0.21149,0.976568,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,6,0.895109,0.242116,0.973399,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,7,0.90537,0.204274,0.979659,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,8,0.886887,0.216608,0.974083,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub,0.5,9,0.905402,0.221584,0.975007,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,0,0.891005,0.130688,0.975879,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,1,0.894566,0.128415,0.976082,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,2,0.89303,0.119249,0.977404,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,3,0.901077,0.113328,0.973661,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,4,0.899721,0.132809,0.976311,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,5,0.895679,0.127604,0.976629,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,6,0.901453,0.140531,0.975268,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,7,0.899861,0.117549,0.97483,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,8,0.904482,0.113608,0.976958,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,hub,0.5,9,0.895727,0.112555,0.977744,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,0,0.975158,0.0,0.975808,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,1,0.976251,0.0,0.976266,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,2,0.975807,0.0,0.97817,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,3,0.978001,0.0,0.973541,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,4,0.973313,0.0,0.977221,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,5,0.981273,0.0,0.975138,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,6,0.973559,0.0,0.975887,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,7,0.977494,0.0,0.977765,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,8,0.973736,0.0,0.979208,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.1,9,0.977641,0.0,0.977076,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,0,0.971763,0.004472,0.974459,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,1,0.968735,0.006734,0.976936,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,2,0.972376,0.007617,0.975201,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,3,0.969996,0.006871,0.97685,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,4,0.970551,0.002936,0.976553,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,5,0.970002,0.007096,0.9749,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,6,0.968505,0.005639,0.978256,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,7,0.968373,0.007312,0.979032,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,8,0.970412,0.006156,0.974846,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.1,9,0.968919,0.00559,0.976547,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,0,0.973226,0.00068,0.974266,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,1,0.969218,0.00233,0.977186,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,2,0.974585,0.002976,0.976461,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,3,0.973669,0.000744,0.976997,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,4,0.972345,0.001132,0.974461,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,5,0.974697,0.002967,0.975442,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,6,0.970947,0.003311,0.976382,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,7,0.973206,0.003181,0.976356,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,8,0.975411,0.002056,0.9747,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.1,9,0.973994,0.001335,0.97748,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,0,0.971243,0.004403,0.977524,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,1,0.969842,0.001802,0.97653,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,2,0.976174,0.002848,0.975497,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,3,0.972295,0.003564,0.974387,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,4,0.972521,0.003495,0.974957,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,5,0.972212,0.006005,0.97737,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,6,0.973459,0.002732,0.97896,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,7,0.971346,0.00314,0.97461,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,8,0.976076,0.003538,0.977317,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.1,9,0.970662,0.001579,0.976089,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,0,0.920917,0.109706,0.974471,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,1,0.918664,0.091659,0.976997,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,2,0.928741,0.076479,0.976002,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,3,0.942799,0.085416,0.97716,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,4,0.935248,0.097657,0.975268,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,5,0.928237,0.100729,0.975355,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,6,0.929893,0.101573,0.973672,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,7,0.937392,0.087779,0.97722,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,8,0.937616,0.098324,0.978425,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.1,9,0.940337,0.085481,0.978068,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,0,0.933535,0.097872,0.975781,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,1,0.932971,0.08022,0.975332,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,2,0.923615,0.100875,0.976495,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,3,0.927564,0.087555,0.97355,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,4,0.940221,0.081937,0.976778,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,5,0.917456,0.096911,0.975128,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,6,0.928084,0.091128,0.97233,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,7,0.91782,0.088819,0.975884,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,8,0.930889,0.115329,0.971952,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.1,9,0.928164,0.088543,0.97724,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,0,0.916465,0.056066,0.97765,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,1,0.924272,0.052081,0.975528,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,2,0.90745,0.047343,0.976639,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,3,0.919191,0.059922,0.975069,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,4,0.917217,0.050171,0.976226,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,5,0.918525,0.056793,0.974724,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,6,0.918077,0.076957,0.978338,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,7,0.914888,0.067912,0.974411,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,8,0.919088,0.064111,0.973776,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.1,9,0.918312,0.048612,0.977698,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,0,0.978183,0.0,0.974002,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,1,0.977228,0.0,0.976149,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,2,0.974565,0.0,0.975409,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,3,0.975162,0.0,0.976032,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,4,0.975901,0.0,0.97492,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,5,0.978742,0.0,0.977787,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,6,0.972102,0.0,0.976913,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,7,0.975332,0.0,0.975869,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,8,0.975884,0.0,0.975592,2000
MIMIC-IV-CaseStudy,1800000,1800000,Oracle,cluster,0.2,9,0.971274,0.0,0.974736,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,0,0.9742,0.010987,0.976374,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,1,0.973965,0.009156,0.975939,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,2,0.968659,0.009486,0.976936,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,3,0.968152,0.006569,0.977273,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,4,0.968175,0.006566,0.973446,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,5,0.970021,0.009018,0.976593,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,6,0.968727,0.005693,0.976284,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,7,0.967783,0.009924,0.973434,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,8,0.970672,0.011945,0.978288,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,cluster,0.2,9,0.967177,0.007789,0.975423,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,0,0.970249,0.000627,0.973092,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,1,0.970124,0.003081,0.978453,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,2,0.973593,0.003614,0.976926,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,3,0.972021,0.004704,0.975182,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,4,0.97256,0.003234,0.975493,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,5,0.972855,0.004997,0.974677,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,6,0.971052,0.002736,0.977758,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,7,0.974439,0.001556,0.975345,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,8,0.9712,0.001639,0.977038,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,cluster,0.2,9,0.974248,0.002015,0.976198,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,0,0.97748,0.003194,0.97677,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,1,0.975127,0.003075,0.974751,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,2,0.972666,0.002807,0.975858,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,3,0.970939,0.003103,0.975527,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,4,0.971508,0.003274,0.976735,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,5,0.972754,0.000733,0.976237,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,6,0.972127,0.003091,0.975188,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,7,0.973175,0.002489,0.974927,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,8,0.975244,0.002554,0.971245,2000
MIMIC-IV-CaseStudy,1800000,1800000,Per-user-index,cluster,0.2,9,0.973294,0.003727,0.976531,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,0,0.923785,0.123073,0.976905,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,1,0.916023,0.124525,0.974872,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,2,0.926088,0.115625,0.973096,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,3,0.920393,0.119641,0.977351,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,4,0.931244,0.120823,0.974819,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,5,0.931712,0.114531,0.974296,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,6,0.922294,0.104853,0.976906,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,7,0.925556,0.094068,0.975658,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,8,0.909843,0.123657,0.977143,2000
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,cluster,0.2,9,0.926034,0.119672,0.976299,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,0,0.921237,0.119003,0.975305,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,1,0.927049,0.109939,0.975232,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,2,0.937138,0.117266,0.978389,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,3,0.929738,0.126183,0.978732,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,4,0.917495,0.112072,0.977787,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,5,0.923842,0.108507,0.975923,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,6,0.920531,0.110899,0.976637,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,7,0.920995,0.103468,0.977258,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,8,0.920056,0.128455,0.975701,2000
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,cluster,0.2,9,0.9291,0.11486,0.975559,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.2,0,0.913551,0.069668,0.977411,2000
MIMIC-IV-CaseStudy,1800000,1800000,Lethe-no-bypass,cluster,0.2,1,0.916568,0.090636,0.975251,2000
